Object kind,Source reference,Company,Location,Meter,Point,Unit,Interval minutes,Measure Type,Reading Type,Archive Interval,Index,How Created,Meter Number,Provider Meter Number,Multiplier,Utility Provider,Bill Cycle,Billing Account,Installed point ID,Installed meter ID,Installed gateway ID,Installed node ID,Status,Evidence
Point,ch_cedar_row_b_unit_214_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 214 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_215_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 215 Water,,,,Water,,,,Enter,SYN-SUB-W-B215,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_215_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 215 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_215_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 215 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_216_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 216 Water,,,,Water,,,,Enter,SYN-SUB-W-B216,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_216_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 216 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_216_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 216 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_301_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 301 Water,,,,Water,,,,Enter,SYN-SUB-W-B301,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_301_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 301 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_301_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 301 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_302_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 302 Water,,,,Water,,,,Enter,SYN-SUB-W-B302,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_302_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 302 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_302_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 302 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_303_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 303 Water,,,,Water,,,,Enter,SYN-SUB-W-B303,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_303_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 303 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_303_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 303 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_304_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 304 Water,,,,Water,,,,Enter,SYN-SUB-W-B304,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_304_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 304 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_304_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 304 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_305_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 305 Water,,,,Water,,,,Enter,SYN-SUB-W-B305,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_305_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 305 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_305_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 305 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_306_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 306 Water,,,,Water,,,,Enter,SYN-SUB-W-B306,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_306_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 306 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_306_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 306 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_307_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 307 Water,,,,Water,,,,Enter,SYN-SUB-W-B307,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_307_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 307 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_307_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 307 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_308_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 308 Water,,,,Water,,,,Enter,SYN-SUB-W-B308,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_308_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 308 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_308_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 308 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_309_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 309 Water,,,,Water,,,,Enter,SYN-SUB-W-B309,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_309_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 309 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_309_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 309 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_310_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 310 Water,,,,Water,,,,Enter,SYN-SUB-W-B310,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_310_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 310 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_310_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 310 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_311_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 311 Water,,,,Water,,,,Enter,SYN-SUB-W-B311,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_311_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 311 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_311_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 311 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_312_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 312 Water,,,,Water,,,,Enter,SYN-SUB-W-B312,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_312_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 312 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_312_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 312 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_313_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 313 Water,,,,Water,,,,Enter,SYN-SUB-W-B313,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_313_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 313 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_313_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 313 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_314_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 314 Water,,,,Water,,,,Enter,SYN-SUB-W-B314,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_314_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 314 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_314_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 314 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_315_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 315 Water,,,,Water,,,,Enter,SYN-SUB-W-B315,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_315_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 315 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_315_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 315 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_316_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 316 Water,,,,Water,,,,Enter,SYN-SUB-W-B316,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_316_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 316 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_316_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 316 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_401_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 401 Water,,,,Water,,,,Enter,SYN-SUB-W-B401,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_401_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 401 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_401_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 401 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_402_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 402 Water,,,,Water,,,,Enter,SYN-SUB-W-B402,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_402_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 402 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_402_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 402 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_403_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 403 Water,,,,Water,,,,Enter,SYN-SUB-W-B403,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_403_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 403 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_403_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 403 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_404_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 404 Water,,,,Water,,,,Enter,SYN-SUB-W-B404,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_404_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 404 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_404_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 404 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_405_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 405 Water,,,,Water,,,,Enter,SYN-SUB-W-B405,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_405_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 405 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_405_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 405 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_406_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 406 Water,,,,Water,,,,Enter,SYN-SUB-W-B406,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_406_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 406 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_406_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 406 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_407_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 407 Water,,,,Water,,,,Enter,SYN-SUB-W-B407,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_407_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 407 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_407_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 407 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_408_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 408 Water,,,,Water,,,,Enter,SYN-SUB-W-B408,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_408_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 408 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_408_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 408 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_409_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 409 Water,,,,Water,,,,Enter,SYN-SUB-W-B409,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_409_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 409 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_409_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 409 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_410_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 410 Water,,,,Water,,,,Enter,SYN-SUB-W-B410,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_410_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 410 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_410_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 410 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_411_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 411 Water,,,,Water,,,,Enter,SYN-SUB-W-B411,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_411_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 411 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_411_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 411 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_412_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 412 Water,,,,Water,,,,Enter,SYN-SUB-W-B412,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_412_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 412 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_412_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 412 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_413_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 413 Water,,,,Water,,,,Enter,SYN-SUB-W-B413,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_413_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 413 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_413_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 413 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_414_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 414 Water,,,,Water,,,,Enter,SYN-SUB-W-B414,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_414_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 414 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_414_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 414 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_415_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 415 Water,,,,Water,,,,Enter,SYN-SUB-W-B415,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_415_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 415 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_415_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 415 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_416_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 416 Water,,,,Water,,,,Enter,SYN-SUB-W-B416,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_416_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 416 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_416_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 416 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_house_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Water House,,,,Water,,,,Enter,SYN-SUB-W-BH,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_house_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Water House,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_house_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Water House,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_common_house_pool_fill_water,Cedar Row Apartments,Cedar Row Common House,Common House Pool Fill Deduct,,,,Water,,,,Enter,SYN-DED-W-CH01,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_common_house_pool_fill_register,Cedar Row Apartments,Cedar Row Common House,Common House Pool Fill Deduct,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_common_house_pool_fill_kgal_monthly,Cedar Row Apartments,Cedar Row Common House,Common House Pool Fill Deduct,Monthly Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,ntp_central_plant_chw_supply,Northlake Thermal Plant,Central Plant,Central Plant Chilled Water Supply,,,,Chilled Water,,,,Enter,SYN-NTP-P-0090001,,,Northlake owned,,,,,,,Not entered,
Point,ch_ntp_plant_chw_ton_hours_hourly,Northlake Thermal Plant,Central Plant,Central Plant Chilled Water Supply,Produced Ton-Hours 60m,Ton-Hours,60,Chilled Water,Analog,60,,Enter,,,,,,,,,,,Not entered,
Point,ch_ntp_plant_chw_tons_hourly,Northlake Thermal Plant,Central Plant,Central Plant Chilled Water Supply,Production Rate Tons 60m,Tons,60,Chilled Water,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,ntp_central_plant_steam_production,Northlake Thermal Plant,Central Plant,Central Plant Steam Production,,,,Steam,,,,Enter,SYN-NTP-P-0090002,,10,Northlake owned,,,,,,,Not entered,
Point,ch_ntp_plant_steam_klb_hourly,Northlake Thermal Plant,Central Plant,Central Plant Steam Production,Produced klb 60m,klb,60,Steam,Analog,60,,Enter,,,,,,,,,,,Not entered,
Point,ch_ntp_plant_steam_lb_per_hour_hourly,Northlake Thermal Plant,Central Plant,Central Plant Steam Production,Production Rate lb/h 60m,lb/h,60,Steam,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,ntp_central_plant_condensate_return,Northlake Thermal Plant,Central Plant,Central Plant Condensate Return,,,,Water,,,,Enter,SYN-NTP-P-0090003,,,Northlake owned,,,,,,,Not entered,
Point,ch_ntp_plant_condensate_kgal_hourly,Northlake Thermal Plant,Central Plant,Central Plant Condensate Return,Produced kgal 60m,kgal,60,Water,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,ntp_central_plant_cooling_tower_deduct,Northlake Thermal Plant,Central Plant,Central Plant Cooling Tower Deduct,,,,Water,,,,Enter,SYN-DED-W-CP01,,,Northlake owned,,,,,,,Not entered,
Point,ch_ntp_plant_cooling_tower_deduct_register,Northlake Thermal Plant,Central Plant,Central Plant Cooling Tower Deduct,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_ntp_plant_cooling_tower_deduct_kgal_monthly,Northlake Thermal Plant,Central Plant,Central Plant Cooling Tower Deduct,Monthly Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,ntp_modbus_chiller_controller,Northlake Thermal Plant,Central Plant,Central Plant Chiller Controller,,,,Electric,,,,Enter,NTP-MODBUS-CHILLER-CONTROLLER,,,Northlake owned,,,,,,,Not entered,
Point,ch_modbus_ntp_chiller_kw_5m,Northlake Thermal Plant,Central Plant,Central Plant Chiller Controller,Chiller Demand kW 5m,kW,5,Electric,Analog,5,,Enter,,,,,,,,,,,Not entered,
